Password;Length;Has_Uppercase;Has_Special;Security_Score
}N9Jst:U&{qt;12;1;1;5
DOtKblkQ0Q;10;1;0;3
5sz1akx;7;0;0;1
v0c*li]2C%]\QJcMx(;18;1;1;5
XTghotOG;8;1;0;3
8v1jde;6;0;0;1
xqyxm;5;0;0;1
rUy>v|-vStDo;12;1;1;5
c6kz;4;0;0;1
5bxq2c1;7;0;0;1
"p""B@vb6D\?3trvH7";16;1;1;5
`Vl5pB+4lW=H~AIaMu;18;1;1;5
lzs8mpu;7;0;0;1
Y9KuevIbpN;10;1;0;3
vbKYHjxOCFn;11;1;0;3
&{Ry'EV7_sId(+SkB^;18;1;1;5
PQ/B?59gZ?|_m7?GzZ;18;1;1;5
txx48z;6;0;0;1
XlbDMrz9;8;1;0;3
$/}U8hX9<U4qTW;14;1;1;5
k1w3c8;6;0;0;1
0fbmmar;7;0;0;1
syKWubmXq0I;11;1;0;3
IeQ1i1bmPG;10;1;0;3
d36ymi4;7;0;0;1
A9oHwkTrStX;11;1;0;3
eiGm4afdd8e;11;1;0;3
ve0pqn;6;0;0;1
eWtI9!N=in*(Fa;14;1;1;5
e8wu3h;6;0;0;1
"B*~[#""E>'X1m{%i";15;1;1;5
PNHRB6poR;9;1;0;3
r62n;4;0;0;1
Zz5HqjjqUm;10;1;0;3
wvg7k;5;0;0;1
"Q7$$""HUzWU%Q[_";14;1;1;5
ntnem5v;7;0;0;1
o5z3j;5;0;0;1
"SRw{""=uz00;+;ke";15;1;1;5
cF5x2XvMkI;10;1;0;3
lysx9;5;0;0;1
tgew8q;6;0;0;1
TYE2XOGMN4f;11;1;0;3
m01q3s;6;0;0;1
09J,nox~mq{52>Pj;16;1;1;5
F[z-(nQFD,bo;12;1;1;5
o_num,*m5V3+kUk|=;17;1;1;5
5^yHnpIbY=aK/je/_;17;1;1;5
yQ6[P}W~$pTI-^K;15;1;1;5
l9BWcoOty93;11;1;0;3
vaPj8OtoCeB;11;1;0;3
d68ydoo;7;0;0;1
)I's/eO%{&u]kqOI;16;1;1;5
cqlz5;5;0;0;1
w0fj;4;0;0;1
bbfw;4;0;0;1
"{@Rm,"",q*ynf0yD";15;1;1;5
zj6b;4;0;0;1
tbL9PHPQ6fJ;11;1;0;3
"Y_p_2)0Gqv""L[f";14;1;1;5
6nc0j1o;7;0;0;1
f666bJk1Xs;10;1;0;3
dyoCouRsI0Z;11;1;0;3
r9(=UPkN@b_b>;13;1;1;5
Rbv5AlmY;8;1;0;3
"O`LIEQ8C;o=|vd1q";16;1;1;5
"""3vX2'@v>wx%u)il";16;1;1;5
s64n;4;0;0;1
BduUgngK;8;1;0;3
PB)3zgjVAA=>)mYBI?;18;1;1;5
FJv0QT9dXkz;11;1;0;3
95QE6l743;9;1;0;3
SB4VmYql5;9;1;0;3
g2vE7rvLR;9;1;0;3
"nf:-o""o]j%pylE|aNO";18;1;1;5
&O-/Acb!cW,'WT;14;1;1;5
t7w7c5d;7;0;0;1
i9GAIrJ81W;10;1;0;3
(TJ5&\[>L*h&;12;1;1;5
iije;4;0;0;1
0aaibb;6;0;0;1
R.u#}X|!N=/yl;13;1;1;5
"j)zs,ZOD$%O""9R=";15;1;1;5
s{AAgZB)b8_l;12;1;1;5
15vro;5;0;0;1
"v~(lt6J8;bR?wX^BhP";18;1;1;5
]Vt}n,\>U^ZV~#+-m;17;1;1;5
64nx;4;0;0;1
l.u+O)p5ePWHg01os;17;1;1;5
UYJEBTkyDs;10;1;0;3
j37gO7f5P;9;1;0;3
8FK4WIDz2pD;11;1;0;3
1ng60w;6;0;0;1
ktzr8KMn+xyj;12;1;1;5
w0k3ier;7;0;0;1
P6J61qvGU2;10;1;0;3
vK6tiO[T^~ue(g5al;17;1;1;5
"uz~9%g6"".r6Tf";13;1;1;5
jmu3u;5;0;0;1
4ElfqaFG;8;1;0;3
+4lu/A&qp2}R~Yg;15;1;1;5
pyBZe3sgi;9;1;0;3
ID5nweuNB;9;1;0;3
!)FL}nCV1=QEigzlT;17;1;1;5
4j4x;4;0;0;1
cOWFBF5W2c;10;1;0;3
tv50i;5;0;0;1
d1fa52TO5xD;11;1;0;3
UDU9mB8<'\Q)c;13;1;1;5
HM-jt=KfK\ZP<!;14;1;1;5
OUX7vT2G9;9;1;0;3
gvnx;4;0;0;1
Uj8BOmIis;9;1;0;3
ya12o;5;0;0;1
v7q4jxk;7;0;0;1
"d^?T__3\1#;-HW;'$Y";18;1;1;5
RI2*u?pE$Mh&!;13;1;1;5
Kl5o8lEO;8;1;0;3
vgNrzNe0Bzk;11;1;0;3
0da5g4i;7;0;0;1
|/pr`e04]4\tog|R6;17;1;1;5
uppn3xi;7;0;0;1
oecpcu;6;0;0;1
cc659OTsD;9;1;0;3
7mrb21;6;0;0;1
"yS""5z{7\%]{tB-`O>x";18;1;1;5
izxlkb;6;0;0;1
bv0151;6;0;0;1
NGtg4i}Peh$-;12;1;1;5
vpl@w[do|?B6/llbx;17;1;1;5
kg2AnWHLy;9;1;0;3
rgumxj;6;0;0;1
dnolat;6;0;0;1
yQc91aKI;8;1;0;3
Fwa46uGhb;9;1;0;3
:!s'LYN@T@>gV)e%#h;18;1;1;5
!&$7B!,!&+F7Wl;14;1;1;5
pmnp;4;0;0;1
QDbi5OZua;9;1;0;3
vii2;4;0;0;1
Voo9RYk2;8;1;0;3
</]QzCyNQ_YW%0;14;1;1;5
vmWh6htOL;9;1;0;3
BHmhkB4A;8;1;0;3
zALcRTnbDn;10;1;0;3
3IhzlAdmJ;9;1;0;3
rWhqNlo%~?\};12;1;1;5
N31wDBjz4m6;11;1;0;3
kiTX8YLi4mf;11;1;0;3
hKObJfUeQT;10;1;0;3
dm7yf;5;0;0;1
HSoB1hTYS;9;1;0;3
ioq4h2;6;0;0;1
OhQ#lT0=1h\Xr{;14;1;1;5
w4t5;4;0;0;1
TWTJGH9fcv;10;1;0;3
43dpu;5;0;0;1
%B6=>'3y()lk_+;14;1;1;5
'8[#(W3#7BBQm;13;1;1;5
tKmDgwQj30P;11;1;0;3
>80Z*nLSwrUoIB7B;16;1;1;5
EMw3fnATk;9;1;0;3
zpYUgufcQh;10;1;0;3
lgodGLFl;8;1;0;3
ote34ql;7;0;0;1
"[&i/LsB/Lp?""Z#<";15;1;1;5
lL6qvJIaK;9;1;0;3
nf9wc;5;0;0;1
d5osYxZR;8;1;0;3
HzaLU8ph;8;1;0;3
"p""]e#'q+ac_!Dp";14;1;1;5
wq12e;5;0;0;1
K626dTYG;8;1;0;3
ZPHcgPJkz;9;1;0;3
yBiF0Ui3HFC;11;1;0;3
gn9ees<9f0=vL;13;1;1;5
mRrgQTJlZ;9;1;0;3
0;13;1;1;5
rfizie7;7;0;0;1
gGDzRUH3r;9;1;0;3
cc0rhc3;7;0;0;1
id.rU-*KX_{x9LG;15;1;1;5
QT52Xu#zdI,>4Il|gI;18;1;1;5
d,9iq,4lvHxK;12;1;1;5
gB+x<=^R!mcu;12;1;1;5
IWwRIHVDZM;10;1;0;3
uSgLVshKZHZ;11;1;0;3
lRnpcPxr;8;1;0;3
1xdz5mz;7;0;0;1
VqaGrYO.RN^M;12;1;1;5
VXi*:k{MxPb9nLX;15;1;1;5
(>HDCY<@TCQnQ\5$4l;18;1;1;5
",K@@*;y8x[\%;biQk";17;1;1;5
3uV0mYLH;8;1;0;3
84Zs3PjdBjk;11;1;0;3
89GIX0(*ubj{J^#dO;17;1;1;5
sc94l;5;0;0;1
odc2pl;6;0;0;1
oJS2FZQ3;8;1;0;3
AA4CrCVZL;9;1;0;3
1rdxj3p;7;0;0;1
YhjGOdKm;8;1;0;3
3ahdbw;6;0;0;1
izq6305;7;0;0;1
^nNz)B^SaUHoPF/;15;1;1;5
3z50dy;6;0;0;1
l8QCflDi;8;1;0;3
UD1haUATKGt;11;1;0;3
y9dff0;6;0;0;1
j4d%zORP,MrVi<K\q;17;1;1;5
B0GXMwa6;8;1;0;3
FaGeIY86U3R;11;1;0;3
mhsuz;5;0;0;1
"h?k""lcU$x=""%V.s:a)";18;1;1;5
wkk1fxc;7;0;0;1
37axoZPUG;9;1;0;3
46sl7ES7Mjd;11;1;0;3
>YqXAP^UnP))]gg92;17;1;1;5
"~\P*~d""BcHf@2";13;1;1;5
PzRl9KO8sOy;11;1;0;3
"O%/0nl|]J,NiH""6(@5";18;1;1;5
Pr},(*KC:.-QNV`b/6;18;1;1;5
sXPkn3lbAYM;11;1;0;3
y3j7;4;0;0;1
xdkn;4;0;0;1
+LySPfTW|7aop[m;15;1;1;5
LcWAqziJXtf;11;1;0;3
owMGrUJV&r/,+;13;1;1;5
1hij5;5;0;0;1
iyuc;4;0;0;1
szgM6USTv;9;1;0;3
7PTq7UVsJ;9;1;0;3
ReHBPNNTXaH;11;1;0;3
"a8^.2ex~tb]""5p";14;0;1;4
n0FJ<zRy7h79g;13;1;1;5
9q4yj9y;7;0;0;1
q72hnr;6;0;0;1
6iszuu1;7;0;0;1
d3jve;5;0;0;1
Cf8n8o86XKG;11;1;0;3
ijpals;6;0;0;1
"AAo8%""!dg-Bv";12;1;1;5
>4>Wc_$9q?<f;12;1;1;5
t6l3;4;0;0;1
"oUOUd;AtESO[4$74";16;1;1;5
J6ObQ13DczV;11;1;0;3
\k[Q(-M+8Z+p>;13;1;1;5
6jyUUcc9;8;1;0;3
hY\69y_pe!fE>!.-.;17;1;1;5
m2hlj;5;0;0;1
jp3rda;6;0;0;1
nca43sy;7;0;0;1
meQDpA50;8;1;0;3
BOVpPMEy8;9;1;0;3
17d832c;7;0;0;1
"{Us;a^!^NiI::h}";15;1;1;5
+9/7-O@3gsY}YCk:AY;18;1;1;5
o8obw64;7;0;0;1
h9gmb;5;0;0;1
1iooa;5;0;0;1
Da7QKmRZkVF;11;1;0;3
"p*U=<klD&>1b;";13;1;1;5
qn14x;5;0;0;1
bAUPKlVgGNe;11;1;0;3
"7|W$xrEU`m|>.z@""";16;1;1;5
7z}wStDE*z(9}{pud;17;1;1;5
1MY7E3Z2;8;1;0;3
"pC111sg^,5v;Rt&Zi";17;1;1;5
2KfLiSDuO;9;1;0;3
d0HnrPvwi;9;1;0;3
8UIMuHUJIvN;11;1;0;3
77bc18;6;0;0;1
moabKoFR;8;1;0;3
EUaPiWu:6x%iwb=@;16;1;1;5
QaVbfwji;8;1;0;3
H'1dO9Qej4Qe;12;1;1;5
keo3nb;6;0;0;1
3Ri894o2z;9;1;0;3
k0i76a;6;0;0;1
"e)=;^wya{:v4~yg/*F";18;1;1;5
]h_V9#$((8mtD;13;1;1;5
>}M^e3r}P=}I;12;1;1;5
v5pHahHU;8;1;0;3
KOHaSWFy;8;1;0;3
AdUqu79HssE;11;1;0;3
uearq;5;0;0;1
9rz6c;5;0;0;1
Tj3vzXdkva9;11;1;0;3
)UP/gM@A^S=z:07K;16;1;1;5
3thkp;5;0;0;1
WCNNwLGo;8;1;0;3
"w~""oz12KsEXM#FM%";16;1;1;5
zbpmkml;7;0;0;1
3FIz9ZVa;8;1;0;3
RWVdZESnhbF;11;1;0;3
jnsx;4;0;0;1
jKEM&1K/aCjA|l~97;17;1;1;5
L}E7*A,m=m{s%[K/;16;1;1;5
i4270;5;0;0;1
.<(qqA#e,i`_4U@%;16;1;1;5
tShkDxay1mQ;11;1;0;3
j98x;4;0;0;1
gpopx33;7;0;0;1
7Q0zBowidpK;11;1;0;3
VdwxMy9yc;9;1;0;3
t53eZTNY2m;10;1;0;3
8mJyzY79A7;10;1;0;3
e9ns6;5;0;0;1
(hp_>td@G\gb^#@;15;1;1;5
,u*uZO<q$\?wDara;16;1;1;5
2OkkNQ5gh;9;1;0;3
pa6k;4;0;0;1
V+ru-[ieb+zxJS;14;1;1;5
RV6CHA7BW6q;11;1;0;3
jo+FD=Dtq%!0!u'rr;17;1;1;5
o88JCZgNhy;10;1;0;3
Y6aKBLUanac;11;1;0;3
edUUwci0D;9;1;0;3
3chmIvb3j;9;1;0;3
vqx2v;5;0;0;1
dz848NQkAu;10;1;0;3
ai30x;5;0;0;1
6s547@@H{9$Bx@hYn;17;1;1;5
gb6yau;6;0;0;1
IW8KzxMGL;9;1;0;3
"&l{({}@Hf;w7{/M";15;1;1;5
9g5wtw;6;0;0;1
VdjVFyxOQ;9;1;0;3
ldt6cjy;7;0;0;1
9QM9yJLp7le;11;1;0;3
"rkex""A,C4[AZc";13;1;1;5
qh55v;5;0;0;1
NkkYkx8Y\4lp|fC;15;1;1;5
8hb0;4;0;0;1
OVwrT60pL(*:^[Z#jT;18;1;1;5
".KD'^Hi2a""7H";12;1;1;5
?\JVTNhnqz+AH;13;1;1;5
8&h1'f(CBy!\64E}zw;18;1;1;5
0o6qhut;7;0;0;1
lg7skf;6;0;0;1
[nm(CW,rM.KkR.Q;15;1;1;5
<-ww#JC3PQQj>^n;15;1;1;5
"!S,VcvCyL$i|;5y";15;1;1;5
T)*lwN7M[Gc)ApD;15;1;1;5
xH5QW7QvqjU;11;1;0;3
SYp5rYCdS4;10;1;0;3
WjidAQLtl;9;1;0;3
nHVkWKsZNT5;11;1;0;3
sry3ut;6;0;0;1
0uXUGYDpg;9;1;0;3
"Ub)!IBn}(8X7*Gx"",";17;1;1;5
5mhij;5;0;0;1
1UopPR1f;8;1;0;3
?^!y}S[}b>Db5(e;15;1;1;5
nXXVOozbk;9;1;0;3
@8rHeGsEGYT7$;13;1;1;5
zjmQSba:z)HekK9@3;17;1;1;5
ebpr;4;0;0;1
6955u;5;0;0;1
oGe3aaZu8dK;11;1;0;3
OSgb6ics5;9;1;0;3
FG18BLp8z;9;1;0;3
&jHQ12s6~|Vy!7!\;16;1;1;5
bka7;4;0;0;1
o04f5tR^O(@&;12;1;1;5
PRkogj8oe;9;1;0;3
GkH39dzwL;9;1;0;3
0ozkse1;7;0;0;1
0dxcsod;7;0;0;1
oElReNILRg7;11;1;0;3
"e@""v0Q?Ddft%Wq";14;1;1;5
0wwh0;5;0;0;1
3laonSL0D7;10;1;0;3
3oS&-bdu~|M1e;13;1;1;5
4d5zhq;6;0;0;1
lQ1YIpZL;8;1;0;3
9gx1l;5;0;0;1
jzwmg6q6UC;10;1;0;3
LJ7bjAkJyee;11;1;0;3
mJzeUzMXX;9;1;0;3
o14vgxz;7;0;0;1
bURVCPSwioK;11;1;0;3
cO2*17]4gsd]z;13;1;1;5
8p2ikfo;7;0;0;1
uc81;4;0;0;1
Z~Q]rx?g?Xtuh*FZZ~;18;1;1;5
"#.If[iqW'n*Q""CnNa";17;1;1;5
ByOr0YSrO;9;1;0;3
uabfpe;6;0;0;1
s1f8qdj;7;0;0;1
bw0dg24;7;0;0;1
r3VqEa3V;8;1;0;3
q8AzXzZNJn;10;1;0;3
gi9uzt;6;0;0;1
krGT2wQlr0;10;1;0;3
c6DV+n8gZ~fBfa>:&;17;1;1;5
FbNaAvHZy7q;11;1;0;3
cfB'1RY(s0[XL]\v;16;1;1;5
LWTPwpsyjg;10;1;0;3
0;16;1;1;5
lw3hG9RauMT;11;1;0;3
89t2;4;0;0;1
y9F'l|3ntcinCJw&.;17;1;1;5
BbacfVvOd;9;1;0;3
s9uA1oppivJ;11;1;0;3
9AWrLJfT;8;1;0;3
31skKpRBm,@dR(+T;16;1;1;5
ncj3HZ1fj;9;1;0;3
D6a>ztS:c,H*xk#N;16;1;1;5
qWqF2wZv;8;1;0;3
135saop;7;0;0;1
HSuJLMRbuI;10;1;0;3
jsfgs1;6;0;0;1
9f4gfd;6;0;0;1
xJuLRrScjiR;11;1;0;3
d7edf30;7;0;0;1
0a3IhVPf;8;1;0;3
6pg94bf;7;0;0;1
9HHNeRWJ;8;1;0;3
n6rj9ms;7;0;0;1
lutf6mt;7;0;0;1
"od1LPcD?;?^2wz4";15;1;1;5
h>%qP`5Gi)t0sp;14;1;1;5
1ZNFw{_b5HW4l7;14;1;1;5
NhFukssw;8;1;0;3
~psFeZ.[{=(dY0^(`;17;1;1;5
l3522;5;0;0;1
Iw{Eeabigfw6;12;1;1;5
sfwtc8d;7;0;0;1
8h0i;4;0;0;1
YSRamjV1I;9;1;0;3
myiib;5;0;0;1
k02hq9;6;0;0;1
7mja39;6;0;0;1
riOHa2Yf;8;1;0;3
mrk6o;5;0;0;1
"EY/!h0""f'P.{5h\_V6";18;1;1;5
cobiz;5;0;0;1
"#o(uim#l;tgJqL""G";16;1;1;5
mj1g;4;0;0;1
hWyLTvmF;8;1;0;3
gwBpitLpG;9;1;0;3
/L+q]4f=Ir{xpFv{;16;1;1;5
nx0vd;5;0;0;1
Se3Z67l|}1QZ]()]?0;18;1;1;5
g,A4au_A}{/PeU;14;1;1;5
"(<rLC6W;Bql3}(EBo)";18;1;1;5
6WwAr3qxGS;10;1;0;3
Ear4GvmM;8;1;0;3
ZL)[GgnFX`&jE.;14;1;1;5
":(Vc%ecp\\L)pw;D6k";18;1;1;5
wno9;4;0;0;1
ufX5eM0wkA;10;1;0;3
pkUT2drm;8;1;0;3
8fn95CZm;8;1;0;3
muvexjf;7;0;0;1
"<%;l}>5?""I`[[";13;1;1;5
2doi;4;0;0;1
1OgGp4JP;8;1;0;3
KKr0hZ09;8;1;0;3
t4USn50wg;9;1;0;3
"""?Z4OFaf]P!U;3<yhn";18;1;1;5
loxtgrc;7;0;0;1
Ogej6vQKP;9;1;0;3
soaj;4;0;0;1
"D;QH-/A`v)5X";12;1;1;5
ftClmFwjb;9;1;0;3
T3roN9+[jo_fp4.#;16;1;1;5
oc77TWQlr<f,Cm)$;16;1;1;5
rpugb5g;7;0;0;1
j478h5;6;0;0;1
d%F-HU6.]rE%uXTu.*;18;1;1;5
5lvK4I4lQT;10;1;0;3
14jVr=}F:fD`4i&wU;17;1;1;5
4T0l3K~O)BnzJe71V@;18;1;1;5
"4g""8HkBP{v5v";12;1;1;5
P9FTXt008;9;1;0;3
rlpcg9o;7;0;0;1
1uafm5;6;0;0;1
"g:/N7K9pB:D;l;";14;1;1;5
ZBa9pNJRAn;10;1;0;3
IV9bmnc1T;9;1;0;3
6rt5;4;0;0;1
wCwpBiaX8;9;1;0;3
oA{[lZ4_IG/h;12;1;1;5
5dc07uo;7;0;0;1
048wtt;6;0;0;1
WC5sU0ATyh;10;1;0;3
DlrvWbFdM;9;1;0;3
hrqp6s;6;0;0;1
1e5bqar;7;0;0;1
dluld;5;0;0;1
zg2g;4;0;0;1
izax9l1;7;0;0;1
"HTI}a""EG|7{k)u]";15;1;1;5
4df+OymXf|6Y;12;1;1;5
Z&r\mLi^GK!)Dd$i;16;1;1;5
DFfxAUUZhaf;11;1;0;3
sXoCwepg;8;1;0;3
uoo6z;5;0;0;1
sbog;4;0;0;1
YKyVurn4Rn;10;1;0;3
BfIpVE0zYCe;11;1;0;3
7oEodFZfRhL;11;1;0;3
Rpv2B5MR3;9;1;0;3
2w8D2JpKgDV;11;1;0;3
lb61s;5;0;0;1
6kkr;4;0;0;1
[&>?'-Bo&&Iicm$&;16;1;1;5
0aclX7ys;8;1;0;3
K9Gn3Pnk;8;1;0;3
J+RoesLB#CkX9;13;1;1;5
sc3mza;6;0;0;1
gKuq6L94RP;10;1;0;3
c1ufce;6;0;0;1
4qH5qYvS;8;1;0;3
v1icw9;6;0;0;1
7J3rNM0qR;9;1;0;3
p8pncwz;7;0;0;1
"z4D&81.;;f""-eQ";14;1;1;5
1ykmn;5;0;0;1
RfSQb9xQ4gz;11;1;0;3
"R`JY;#'8tG&CBR`z(z";18;1;1;5
Qv5us(a*^v#>(E;14;1;1;5
c80yy8LQ;8;1;0;3
AbyP8T0psy;10;1;0;3
tduN81Pl;8;1;0;3
UuCZ3fQCiba;11;1;0;3
d7tZQcJ7;8;1;0;3
7gNC7vWC;8;1;0;3
ggtqou;6;0;0;1
a01|^q[PaJit2A;14;1;1;5
l20lgp;6;0;0;1
gkmkg;5;0;0;1
Uju0Hvnj;8;1;0;3
rx3fpq4;7;0;0;1
W9NZgusJjB;10;1;0;3
5c94;4;0;0;1
"y$Z!/f;w@Y|%QkAp";16;1;1;5
lpmVLO6G]T@h,!C.;16;1;1;5
poxQSP5tVCa;11;1;0;3
178k;4;0;0;1
1IJEe9t6nYG;11;1;0;3
2zBTjRDlz;9;1;0;3
"~PA4jQW=G"",FnD";14;1;1;5
rcicq3bVE;9;1;0;3
V2wxAvNAq;9;1;0;3
"aL6""D>uF*Syg0==5j";17;1;1;5
a>PV)I-SH$3LCoo])/;18;1;1;5
"l9t;-gd7Mt]5t";13;1;1;5
Am:L^F*RzhSZJ@85a;17;1;1;5
ncHaGRnW;8;1;0;3
wzMsj7KZEur;11;1;0;3
hwcksp;6;0;0;1
PIuDHWfUiO;10;1;0;3
t4f6w;5;0;0;1
tm3WL7hf;8;1;0;3
59gjMLKh;8;1;0;3
"b;zu^n}2Ynktp.m";15;1;1;5
TYfv5RhR;8;1;0;3
b27rnf;6;0;0;1
tvz3,g24gU+G`-$eR;17;1;1;5
I1aztHa6gIY;11;1;0;3
hve1kpv;7;0;0;1
6jvhPcrj;8;1;0;3
rkjw;4;0;0;1
"F'aRvJJiZ;Kt";12;1;1;5
yJpFq84eV;9;1;0;3
3QrQSjz0;8;1;0;3
dXYetYJY;8;1;0;3
gLd`-cr*q*{/QP;14;1;1;5
Q24TqxrFL;9;1;0;3
8t2lk5n;7;0;0;1
vcynne;6;0;0;1
t51tky;6;0;0;1
qYOZJU3R;8;1;0;3
>/,\j}*Zmc's@L};15;1;1;5
KE(>1fPPPG{e;12;1;1;5
kqi=gk/,lF_*fw_n);17;1;1;5
3nmsd;5;0;0;1
hx6cchf;7;0;0;1
gHKHMyHoU;9;1;0;3
G3\]l*odW<F`wV8;15;1;1;5
AWUrI2KP9PA;11;1;0;3
bodnqk;6;0;0;1
1SNlnuhd;8;1;0;3
llp9;4;0;0;1
vWagYklnAG;10;1;0;3
"f%@K28&zC\6I>>L;Z";17;1;1;5
{E!^%q^`5rrLcS;14;1;1;5
gie3;4;0;0;1
h5bu5n;6;0;0;1
/R'3vl+iZ]EC&k?W;16;1;1;5
ll179rq;7;0;0;1
wmB0lI82hU;10;1;0;3
1bf727;6;0;0;1
8gwSJmpk;8;1;0;3
oXP8QW7x;8;1;0;3
nybsmp;6;0;0;1
ptcs7;5;0;0;1
skn43d;6;0;0;1
"v""H\A\@k@Awq$LD-";16;1;1;5
VI]2AzM)N\1ec(cuf<;18;1;1;5
y8du;4;0;0;1
refk1;5;0;0;1
Paj6WBLqRtY;11;1;0;3
C7CHNBEoI0;10;1;0;3
wz44yocSS;9;1;0;3
(W,jvK9*=a2'mRE;15;1;1;5
KE7IxT2kj1j;11;1;0;3
WL1II9IV;8;1;0;3
HUONAu6i;8;1;0;3
HQvwIsrRL;9;1;0;3
dxW6rM34MhK;11;1;0;3
tK,Feq[596UT;12;1;1;5
Rlg&X0W4?@`0-]k~;16;1;1;5
"v;NDh+l\rm&1;fu)6o";18;1;1;5
"9VnO(aC""uwg79hp";15;1;1;5
1.G1MB|_T}A0(r5S;16;1;1;5
zD2uLNzd2x;10;1;0;3
24fqvp4;7;0;0;1
FflraJ8X;8;1;0;3
!:f1de]Qa34CC;13;1;1;5
3paoh2c;7;0;0;1
6creg;5;0;0;1
G2FalCnd;8;1;0;3
~k>[:/j1YKFZ5;13;1;1;5
dCyJvdOy6w;10;1;0;3
"$uq01OdA@fGe*""";14;1;1;5
qgb1gemB2H;10;1;0;3
vDayXoN6;8;1;0;3
alDDoFRNSN;10;1;0;3
@1Kx[%^4&f\Z;12;1;1;5
@.<Llvy~A,0W;12;1;1;5
,$\M(3KYQ6)1;12;1;1;5
2rjy;4;0;0;1
5Smx8bIhHn4;11;1;0;3
"KFzumj3GC]2;1^g";15;1;1;5
5KC6rPqV;8;1;0;3
ek2k00;6;0;0;1
Up'Z:Z{r~2c^#lQ>fv;18;1;1;5
j3ht3cg;7;0;0;1
43<#lQWgy]s0H|`&iT;18;1;1;5
"\nL;E\WaQw#c<";13;1;1;5
q3os2s;6;0;0;1
zTWMKMQlN;9;1;0;3
IxomN12sm9;10;1;0;3
"t;EvOV?]6yt>jJ`N";16;1;1;5
"""~l3A2""$A+Lx";12;1;1;5
ppjhR8SHHp;10;1;0;3
EdiQZhscJs;10;1;0;3
5QQ4nHlY8;9;1;0;3
D)CCZ(7jj-_L,<p\4;17;1;1;5
IFLsYhNRW;9;1;0;3
bx6Ob?zWRKuQ6e;14;1;1;5
0jo679x;7;0;0;1
j85s7uqoa;9;0;0;2
GggPMtQqRs1;11;1;0;3
wPosocySZ;9;1;0;3
v7Tr7HsZ1lN;11;1;0;3
kksylo;6;0;0;1
ZK7L1ovLlHo;11;1;0;3
1WUM5vdH9;9;1;0;3
np0a;4;0;0;1
\Y8l@COI#nFnxg^yy8;18;1;1;5
ftdc82i;7;0;0;1
XRxYSBZFo;9;1;0;3
3oAKRl4IC;9;1;0;3
28sn9g;6;0;0;1
dbqte4l;7;0;0;1
ZzHD13qup;9;1;0;3
rvaj3;5;0;0;1
q1e9;4;0;0;1
g49muM0E;8;1;0;3
":~gU""CR[A1Dx[C\{";16;1;1;5
mRMeqPco;8;1;0;3
MqCGmNrJ972;11;1;0;3
+9g5x%6|qt.#+M>Vf;17;1;1;5
"""Zq_{zYw_6h$dME~y";17;1;1;5
gp4yi;5;0;0;1
3vi6;4;0;0;1
GRE8A04q5s5);12;1;1;5
"|U!w}TWS""sq/p";13;1;1;5
tmked;5;0;0;1
gyxo8fm;7;0;0;1
5xUbVLLPk;9;1;0;3
"?e'P;O7wl=S$";12;1;1;5
1q6egd;6;0;0;1
0psz1;5;0;0;1
A]Z$N$`tbMX<kI;14;1;1;5
2!{H&^_!aPFd-;13;1;1;5
"W:$.G*8w""[`oUkU2";16;1;1;5
~Dnf\N].y%oZ;12;1;1;5
pQvBw5ep;8;1;0;3
wein0y;6;0;0;1
4shkCkrp;8;1;0;3
5R7WNadMUbO;11;1;0;3
"]pkFt$Z`;TR,8NPeDU";18;1;1;5
AIx0PXWHPsq;11;1;0;3
NIDCP3xmc7;10;1;0;3
qacoy;5;0;0;1
eFmZAEF7UN;10;1;0;3
ZiX88EzS;8;1;0;3
u4_Ld>o{$ND{%PPvE;17;1;1;5
B`MhQDOb2JPS)Tr;15;1;1;5
2jKp8HH{?aeuN+;14;1;1;5
KBMMneUQ;8;1;0;3
";dJtz1ax4FiRq5hQo";17;1;1;5
l94ps;5;0;0;1
h|lzMgKdAU`F;12;1;1;5
hml3ms;6;0;0;1
jcid;4;0;0;1
lk>!zF]t]x0e;12;1;1;5
Vnq|hP!*<~=BMe#;15;1;1;5
jym1;4;0;0;1
b41qh1WgaX;10;1;0;3
7fa7Pa6bPq;10;1;0;3
Oq3FeOM1;8;1;0;3
iSobM9AO;8;1;0;3
1IgZG5vw;8;1;0;3
ueres;5;0;0;1
33gr;4;0;0;1
lLS2AKb99;9;1;0;3
japkspm;7;0;0;1
g0dTKZWtGT;10;1;0;3
ONXbEAFls;9;1;0;3
aihybt9;7;0;0;1
vs1k1y;6;0;0;1
"b0VR*i-ElZ%tQs4;";16;1;1;5
mHNM5dok;8;1;0;3
Z8ZpB3N5eS;10;1;0;3
O6UJlyBQ;8;1;0;3
N4KE3aG1M;9;1;0;3
28cn4p2;7;0;0;1
AowCtuEesFx;11;1;0;3
1sy90;5;0;0;1
3\(5n(u4eWCt>;13;1;1;5
TyfsPlUV3e5;11;1;0;3
ye3lky;6;0;0;1
ZCi4kK8VqL;10;1;0;3
VWJEAi38;8;1;0;3
cBup0f91htj;11;1;0;3
tT@t)|p+S':D=1K=o;17;1;1;5
qjss;4;0;0;1
s7Jo)+_\'y-Lsf;14;1;1;5
76jx;4;0;0;1
zA1ztEy5ia;10;1;0;3
zjS6L?Tf]8ay;12;1;1;5
Y|)FtD<#)a6su;13;1;1;5
PcaErX4cH;9;1;0;3
